Accession,Protein,Organism_Name,Species,Genotype,Isolate,GenBank_Title,Length,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
AWK96624,matrix protein,Tai Forest ebolavirus,Orthoebolavirus taiense,,Ebola virus/H.sapiens-tc/Cote d'Ivoire/1994/Tai Forest-R4371,matrix protein [Tai Forest ebolavirus],326,Cote d'Ivoire: Tai Forest,Cote d'Ivoire,Homo sapiens,blood,"Minogue,T., Rossi,C., Wasieloski,L., Coyne,S., Olschner,S., Kearney,B., Schoepp,R., Zhao,X., Nagaraj,S., Vavikolanu,K., Nadendla,S., Sadzewicz,L., Tallon,L., Sichtig,H.",1994,2018-05-23,ssRNA(-)
AWK96625,spike glycoprotein,Tai Forest ebolavirus,Orthoebolavirus taiense,,Ebola virus/H.sapiens-tc/Cote d'Ivoire/1994/Tai Forest-R4371,spike glycoprotein [Tai Forest ebolavirus],676,Cote d'Ivoire: Tai Forest,Cote d'Ivoire,Homo sapiens,blood,"Minogue,T., Rossi,C., Wasieloski,L., Coyne,S., Olschner,S., Kearney,B., Schoepp,R., Zhao,X., Nagaraj,S., Vavikolanu,K., Nadendla,S., Sadzewicz,L., Tallon,L., Sichtig,H.",1994,2018-05-23,ssRNA(-)
AWK96626,small secreted glycoprotein,Tai Forest ebolavirus,Orthoebolavirus taiense,,Ebola virus/H.sapiens-tc/Cote d'Ivoire/1994/Tai Forest-R4371,small secreted glycoprotein [Tai Forest ebolavirus],365,Cote d'Ivoire: Tai Forest,Cote d'Ivoire,Homo sapiens,blood,"Minogue,T., Rossi,C., Wasieloski,L., Coyne,S., Olschner,S., Kearney,B., Schoepp,R., Zhao,X., Nagaraj,S., Vavikolanu,K., Nadendla,S., Sadzewicz,L., Tallon,L., Sichtig,H.",1994,2018-05-23,ssRNA(-)
AWK96627,second secreted glycoprotein,Tai Forest ebolavirus,Orthoebolavirus taiense,,Ebola virus/H.sapiens-tc/Cote d'Ivoire/1994/Tai Forest-R4371,second secreted glycoprotein [Tai Forest ebolavirus],302,Cote d'Ivoire: Tai Forest,Cote d'Ivoire,Homo sapiens,blood,"Minogue,T., Rossi,C., Wasieloski,L., Coyne,S., Olschner,S., Kearney,B., Schoepp,R., Zhao,X., Nagaraj,S., Vavikolanu,K., Nadendla,S., Sadzewicz,L., Tallon,L., Sichtig,H.",1994,2018-05-23,ssRNA(-)
AWK96628,minor nucleoprotein,Tai Forest ebolavirus,Orthoebolavirus taiense,,Ebola virus/H.sapiens-tc/Cote d'Ivoire/1994/Tai Forest-R4371,minor nucleoprotein [Tai Forest ebolavirus],289,Cote d'Ivoire: Tai Forest,Cote d'Ivoire,Homo sapiens,blood,"Minogue,T., Rossi,C., Wasieloski,L., Coyne,S., Olschner,S., Kearney,B., Schoepp,R., Zhao,X., Nagaraj,S., Vavikolanu,K., Nadendla,S., Sadzewicz,L., Tallon,L., Sichtig,H.",1994,2018-05-23,ssRNA(-)
AWK96629,membrane-associated protein,Tai Forest ebolavirus,Orthoebolavirus taiense,,Ebola virus/H.sapiens-tc/Cote d'Ivoire/1994/Tai Forest-R4371,membrane-associated protein [Tai Forest ebolavirus],251,Cote d'Ivoire: Tai Forest,Cote d'Ivoire,Homo sapiens,blood,"Minogue,T., Rossi,C., Wasieloski,L., Coyne,S., Olschner,S., Kearney,B., Schoepp,R., Zhao,X., Nagaraj,S., Vavikolanu,K., Nadendla,S., Sadzewicz,L., Tallon,L., Sichtig,H.",1994,2018-05-23,ssRNA(-)
AWK96630,polymerase,Tai Forest ebolavirus,Orthoebolavirus taiense,,Ebola virus/H.sapiens-tc/Cote d'Ivoire/1994/Tai Forest-R4371,polymerase [Tai Forest ebolavirus],2210,Cote d'Ivoire: Tai Forest,Cote d'Ivoire,Homo sapiens,blood,"Minogue,T., Rossi,C., Wasieloski,L., Coyne,S., Olschner,S., Kearney,B., Schoepp,R., Zhao,X., Nagaraj,S., Vavikolanu,K., Nadendla,S., Sadzewicz,L., Tallon,L., Sichtig,H.",1994,2018-05-23,ssRNA(-)
ALT19758,nucleoprotein,Tai Forest ebolavirus,Orthoebolavirus taiense,,Tai Forest virus/H. sapiens-tc/CIV/1994/Tai Forest-CDC807212,nucleoprotein [Tai Forest ebolavirus],739,Cote d'Ivoire,Cote d'Ivoire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1994-11-27,2015-12-22,ssRNA(-)
ALT19759,polymerase cofactor VP35,Tai Forest ebolavirus,Orthoebolavirus taiense,,Tai Forest virus/H. sapiens-tc/CIV/1994/Tai Forest-CDC807212,polymerase cofactor VP35 [Tai Forest ebolavirus],341,Cote d'Ivoire,Cote d'Ivoire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1994-11-27,2015-12-22,ssRNA(-)
ALT19760,matrix protein VP40,Tai Forest ebolavirus,Orthoebolavirus taiense,,Tai Forest virus/H. sapiens-tc/CIV/1994/Tai Forest-CDC807212,matrix protein VP40 [Tai Forest ebolavirus],326,Cote d'Ivoire,Cote d'Ivoire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1994-11-27,2015-12-22,ssRNA(-)
ALT19761,super small secreted glycoprotein SsGP,Tai Forest ebolavirus,Orthoebolavirus taiense,,Tai Forest virus/H. sapiens-tc/CIV/1994/Tai Forest-CDC807212,super small secreted glycoprotein SsGP [Tai Forest ebolavirus],303,Cote d'Ivoire,Cote d'Ivoire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1994-11-27,2015-12-22,ssRNA(-)
ALT19762,small secreted glycoprotein sGP,Tai Forest ebolavirus,Orthoebolavirus taiense,,Tai Forest virus/H. sapiens-tc/CIV/1994/Tai Forest-CDC807212,small secreted glycoprotein sGP [Tai Forest ebolavirus],365,Cote d'Ivoire,Cote d'Ivoire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1994-11-27,2015-12-22,ssRNA(-)
ALT19763,envelope glycoprotein,Tai Forest ebolavirus,Orthoebolavirus taiense,,Tai Forest virus/H. sapiens-tc/CIV/1994/Tai Forest-CDC807212,envelope glycoprotein [Tai Forest ebolavirus],676,Cote d'Ivoire,Cote d'Ivoire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1994-11-27,2015-12-22,ssRNA(-)
ALT19764,minor nucleoprotein VP30,Tai Forest ebolavirus,Orthoebolavirus taiense,,Tai Forest virus/H. sapiens-tc/CIV/1994/Tai Forest-CDC807212,minor nucleoprotein VP30 [Tai Forest ebolavirus],289,Cote d'Ivoire,Cote d'Ivoire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1994-11-27,2015-12-22,ssRNA(-)
ALT19765,membrane-associated protein VP24,Tai Forest ebolavirus,Orthoebolavirus taiense,,Tai Forest virus/H. sapiens-tc/CIV/1994/Tai Forest-CDC807212,membrane-associated protein VP24 [Tai Forest ebolavirus],251,Cote d'Ivoire,Cote d'Ivoire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1994-11-27,2015-12-22,ssRNA(-)
ALT19766,RNA-directed RNA polymerase L,Tai Forest ebolavirus,Orthoebolavirus taiense,,Tai Forest virus/H. sapiens-tc/CIV/1994/Tai Forest-CDC807212,RNA-directed RNA polymerase L [Tai Forest ebolavirus],2210,Cote d'Ivoire,Cote d'Ivoire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1994-11-27,2015-12-22,ssRNA(-)
ACI28629,NP,Tai Forest ebolavirus,Orthoebolavirus taiense,,,NP [Tai Forest ebolavirus],739,Cote d'Ivoire,Cote d'Ivoire,Homo sapiens,,"Towner,J.S., Sealy,T.K., Khristova,M.L., Albarino,C.G., Conlan,S., Reeder,S.A., Quan,P.L., Lipkin,W.I., Downing,R., Tappero,J.W., Okware,S., Lutwama,J., Bakamutumaho,B., Kayiwa,J., Comer,J.A., Rollin,P.E., Ksiazek,T.G., Nichol,S.T., Kayiwa,J.T.",1994-11,2008-11-21,ssRNA(-)
ACI28630,VP35,Tai Forest ebolavirus,Orthoebolavirus taiense,,,VP35 [Tai Forest ebolavirus],341,Cote d'Ivoire,Cote d'Ivoire,Homo sapiens,,"Towner,J.S., Sealy,T.K., Khristova,M.L., Albarino,C.G., Conlan,S., Reeder,S.A., Quan,P.L., Lipkin,W.I., Downing,R., Tappero,J.W., Okware,S., Lutwama,J., Bakamutumaho,B., Kayiwa,J., Comer,J.A., Rollin,P.E., Ksiazek,T.G., Nichol,S.T., Kayiwa,J.T.",1994-11,2008-11-21,ssRNA(-)
ACI28631,VP40,Tai Forest ebolavirus,Orthoebolavirus taiense,,,VP40 [Tai Forest ebolavirus],326,Cote d'Ivoire,Cote d'Ivoire,Homo sapiens,,"Towner,J.S., Sealy,T.K., Khristova,M.L., Albarino,C.G., Conlan,S., Reeder,S.A., Quan,P.L., Lipkin,W.I., Downing,R., Tappero,J.W., Okware,S., Lutwama,J., Bakamutumaho,B., Kayiwa,J., Comer,J.A., Rollin,P.E., Ksiazek,T.G., Nichol,S.T., Kayiwa,J.T.",1994-11,2008-11-21,ssRNA(-)
ACI28632,spike glycoprotein precursor,Tai Forest ebolavirus,Orthoebolavirus taiense,,,spike glycoprotein precursor [Tai Forest ebolavirus],676,Cote d'Ivoire,Cote d'Ivoire,Homo sapiens,,"Towner,J.S., Sealy,T.K., Khristova,M.L., Albarino,C.G., Conlan,S., Reeder,S.A., Quan,P.L., Lipkin,W.I., Downing,R., Tappero,J.W., Okware,S., Lutwama,J., Bakamutumaho,B., Kayiwa,J., Comer,J.A., Rollin,P.E., Ksiazek,T.G., Nichol,S.T., Kayiwa,J.T.",1994-11,2008-11-21,ssRNA(-)
ACI28633,soluble secreted glycoprotein,Tai Forest ebolavirus,Orthoebolavirus taiense,,,soluble secreted glycoprotein [Tai Forest ebolavirus],365,Cote d'Ivoire,Cote d'Ivoire,Homo sapiens,,"Towner,J.S., Sealy,T.K., Khristova,M.L., Albarino,C.G., Conlan,S., Reeder,S.A., Quan,P.L., Lipkin,W.I., Downing,R., Tappero,J.W., Okware,S., Lutwama,J., Bakamutumaho,B., Kayiwa,J., Comer,J.A., Rollin,P.E., Ksiazek,T.G., Nichol,S.T., Kayiwa,J.T.",1994-11,2008-11-21,ssRNA(-)
ACI28634,VP30,Tai Forest ebolavirus,Orthoebolavirus taiense,,,VP30 [Tai Forest ebolavirus],289,Cote d'Ivoire,Cote d'Ivoire,Homo sapiens,,"Towner,J.S., Sealy,T.K., Khristova,M.L., Albarino,C.G., Conlan,S., Reeder,S.A., Quan,P.L., Lipkin,W.I., Downing,R., Tappero,J.W., Okware,S., Lutwama,J., Bakamutumaho,B., Kayiwa,J., Comer,J.A., Rollin,P.E., Ksiazek,T.G., Nichol,S.T., Kayiwa,J.T.",1994-11,2008-11-21,ssRNA(-)
ACI28635,VP24,Tai Forest ebolavirus,Orthoebolavirus taiense,,,VP24 [Tai Forest ebolavirus],251,Cote d'Ivoire,Cote d'Ivoire,Homo sapiens,,"Towner,J.S., Sealy,T.K., Khristova,M.L., Albarino,C.G., Conlan,S., Reeder,S.A., Quan,P.L., Lipkin,W.I., Downing,R., Tappero,J.W., Okware,S., Lutwama,J., Bakamutumaho,B., Kayiwa,J., Comer,J.A., Rollin,P.E., Ksiazek,T.G., Nichol,S.T., Kayiwa,J.T.",1994-11,2008-11-21,ssRNA(-)
ACI28636,polymerase,Tai Forest ebolavirus,Orthoebolavirus taiense,,,polymerase [Tai Forest ebolavirus],2210,Cote d'Ivoire,Cote d'Ivoire,Homo sapiens,,"Towner,J.S., Sealy,T.K., Khristova,M.L., Albarino,C.G., Conlan,S., Reeder,S.A., Quan,P.L., Lipkin,W.I., Downing,R., Tappero,J.W., Okware,S., Lutwama,J., Bakamutumaho,B., Kayiwa,J., Comer,J.A., Rollin,P.E., Ksiazek,T.G., Nichol,S.T., Kayiwa,J.T.",1994-11,2008-11-21,ssRNA(-)
ACI28637,putative second secreted glycoprotein,Tai Forest ebolavirus,Orthoebolavirus taiense,,,putative second secreted glycoprotein [Tai Forest ebolavirus],302,Cote d'Ivoire,Cote d'Ivoire,Homo sapiens,,"Towner,J.S., Sealy,T.K., Khristova,M.L., Albarino,C.G., Conlan,S., Reeder,S.A., Quan,P.L., Lipkin,W.I., Downing,R., Tappero,J.W., Okware,S., Lutwama,J., Bakamutumaho,B., Kayiwa,J., Comer,J.A., Rollin,P.E., Ksiazek,T.G., Nichol,S.T., Kayiwa,J.T.",1994-11,2008-11-21,ssRNA(-)
ABS19985,L protein,Tai Forest ebolavirus,Orthoebolavirus taiense,,Ivory Coast,"L protein, partial [Tai Forest ebolavirus]",240,Cote d'Ivoire,Cote d'Ivoire,,,"Panning,M., Laue,T., Olschlager,S., Eickmann,M., Becker,S., Raith,S., Courbot,M.C., Nilsson,M., Gopal,R., Lundkvist,A., Caro,A., Brown,D., Meyer,H., Lloyd,G., Kummerer,B.M., Gunther,S., Drosten,C., Guenther,S.",,2007-10-28,ssRNA(-)
ABI97962,polymerase L,Tai Forest ebolavirus,Orthoebolavirus taiense,,Ivory Coast,"polymerase L, partial [Tai Forest ebolavirus]",212,Cote d'Ivoire,Cote d'Ivoire,,,"Zhai,J., Palacios,G., Towner,J.S., Jabado,O., Kapoor,V., Venter,M., Grolla,A., Briese,T., Paweska,J., Swanepoel,R., Feldmann,H., Nichol,S.T., Lipkin,W.I., Nichol,S.",,2006-10-07,ssRNA(-)
Q66811,Pre-small/secreted glycoprotein,"Tai Forest virus - Cote d'Ivoire, Cote d'Ivoire, 1994",Orthoebolavirus taiense,,,RecName: Full=Pre-small/secreted glycoprotein; Short=pre-sGP; Contains: RecName: Full=Small/secreted glycoprotein; Short=sGP; Contains: RecName: Full=Delta-peptide; Flags: Precursor,365,,,Epomops franqueti,,"Sanchez,A., Trappier,S.G., Mahy,B.W., Peters,C.J., Nichol,S.T.",,2000-12-01,ssRNA(-)
Q66810,Envelope glycoprotein,"Tai Forest virus - Cote d'Ivoire, Cote d'Ivoire, 1994",Orthoebolavirus taiense,,,"RecName: Full=Envelope glycoprotein; AltName: Full=GP1,2; Short=GP; Contains: RecName: Full=GP1; Contains: RecName: Full=GP2; Contains: RecName: Full=GP2-delta; Flags: Precursor",676,,,Epomops franqueti,,"Sanchez,A., Trappier,S.G., Mahy,B.W., Peters,C.J., Nichol,S.T., Takada,A., Fujioka,K., Tsuiji,M., Morikawa,A., Higashi,N., Ebihara,H., Kobasa,D., Feldmann,H., Irimura,T., Kawaoka,Y.",,2000-05-30,ssRNA(-)
AAB37092,small/secreted glycoprotein precursor,Tai Forest ebolavirus,Orthoebolavirus taiense,,,small/secreted glycoprotein precursor [Tai Forest ebolavirus],365,,,,,"Sanchez,A., Trappier,S.G., Mahy,B.W., Peters,C.J., Nichol,S.T.",,1995-10-26,ssRNA(-)
AAB37093,virion spike glycoprotein,Tai Forest ebolavirus,Orthoebolavirus taiense,,,virion spike glycoprotein [Tai Forest ebolavirus],676,,,,,"Sanchez,A., Trappier,S.G., Mahy,B.W., Peters,C.J., Nichol,S.T.",,1995-10-26,ssRNA(-)
