Accession,Protein,Organism_Name,Species,Genotype,Isolate,GenBank_Title,Length,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
QNF60334,VP40,Reston ebolavirus,Orthoebolavirus restonense,,R08,VP40 [Reston ebolavirus],331,USA,USA,Sus scrofa domesticus,,"Haddock,E., Saturday,G., Feldmann,F., Hanley,P.W., Okumura,A., Lovaglio,J., Long,D., Thomas,T., Scott,D.P., Pulliam,M., Richt,J.A., de Wit,E., Feldmann,H., Williamson,B.",2018-11-19,2020-08-22,ssRNA(-)
QNF60335,GP,Reston ebolavirus,Orthoebolavirus restonense,,R08,GP [Reston ebolavirus],677,USA,USA,Sus scrofa domesticus,,"Haddock,E., Saturday,G., Feldmann,F., Hanley,P.W., Okumura,A., Lovaglio,J., Long,D., Thomas,T., Scott,D.P., Pulliam,M., Richt,J.A., de Wit,E., Feldmann,H., Williamson,B.",2018-11-19,2020-08-22,ssRNA(-)
QNF60336,sGP,Reston ebolavirus,Orthoebolavirus restonense,,R08,sGP [Reston ebolavirus],381,USA,USA,Sus scrofa domesticus,,"Haddock,E., Saturday,G., Feldmann,F., Hanley,P.W., Okumura,A., Lovaglio,J., Long,D., Thomas,T., Scott,D.P., Pulliam,M., Richt,J.A., de Wit,E., Feldmann,H., Williamson,B.",2018-11-19,2020-08-22,ssRNA(-)
QNF60337,VP30,Reston ebolavirus,Orthoebolavirus restonense,,R08,VP30 [Reston ebolavirus],281,USA,USA,Sus scrofa domesticus,,"Haddock,E., Saturday,G., Feldmann,F., Hanley,P.W., Okumura,A., Lovaglio,J., Long,D., Thomas,T., Scott,D.P., Pulliam,M., Richt,J.A., de Wit,E., Feldmann,H., Williamson,B.",2018-11-19,2020-08-22,ssRNA(-)
QNF60338,VP24,Reston ebolavirus,Orthoebolavirus restonense,,R08,VP24 [Reston ebolavirus],251,USA,USA,Sus scrofa domesticus,,"Haddock,E., Saturday,G., Feldmann,F., Hanley,P.W., Okumura,A., Lovaglio,J., Long,D., Thomas,T., Scott,D.P., Pulliam,M., Richt,J.A., de Wit,E., Feldmann,H., Williamson,B.",2018-11-19,2020-08-22,ssRNA(-)
QNF60339,L,Reston ebolavirus,Orthoebolavirus restonense,,R08,L [Reston ebolavirus],2212,USA,USA,Sus scrofa domesticus,,"Haddock,E., Saturday,G., Feldmann,F., Hanley,P.W., Okumura,A., Lovaglio,J., Long,D., Thomas,T., Scott,D.P., Pulliam,M., Richt,J.A., de Wit,E., Feldmann,H., Williamson,B.",2018-11-19,2020-08-22,ssRNA(-)
AYP10275,nucleoprotein,Reston ebolavirus,Orthoebolavirus restonense,,Ebola virus/M.fascicularis/USA/1989/Reston-H28-R4387L,UNVERIFIED: nucleoprotein [Reston ebolavirus],739,"USA: Virginia, Reston",USA,Macaca fascicularis,,"Minogue,T., Rossi,C., Wasieloski,L., Coyne,S., Olschner,S., Kearney,B., Schoepp,R., Zhao,X., Nagaraj,S., Vavikolanu,K., Nadendla,S., Sadzewicz,L., Tallon,L.J., Sichtig,H.",1989,2019-07-22,ssRNA(-)
AYP10276,polymerase complex protein,Reston ebolavirus,Orthoebolavirus restonense,,Ebola virus/M.fascicularis/USA/1989/Reston-H28-R4387L,UNVERIFIED: polymerase complex protein [Reston ebolavirus],329,"USA: Virginia, Reston",USA,Macaca fascicularis,,"Minogue,T., Rossi,C., Wasieloski,L., Coyne,S., Olschner,S., Kearney,B., Schoepp,R., Zhao,X., Nagaraj,S., Vavikolanu,K., Nadendla,S., Sadzewicz,L., Tallon,L.J., Sichtig,H.",1989,2019-07-22,ssRNA(-)
AYP10277,matrix protein,Reston ebolavirus,Orthoebolavirus restonense,,Ebola virus/M.fascicularis/USA/1989/Reston-H28-R4387L,UNVERIFIED: matrix protein [Reston ebolavirus],331,"USA: Virginia, Reston",USA,Macaca fascicularis,,"Minogue,T., Rossi,C., Wasieloski,L., Coyne,S., Olschner,S., Kearney,B., Schoepp,R., Zhao,X., Nagaraj,S., Vavikolanu,K., Nadendla,S., Sadzewicz,L., Tallon,L.J., Sichtig,H.",1989,2019-07-22,ssRNA(-)
AYP10278,spike glycoprotein,Reston ebolavirus,Orthoebolavirus restonense,,Ebola virus/M.fascicularis/USA/1989/Reston-H28-R4387L,UNVERIFIED: spike glycoprotein [Reston ebolavirus],677,"USA: Virginia, Reston",USA,Macaca fascicularis,,"Minogue,T., Rossi,C., Wasieloski,L., Coyne,S., Olschner,S., Kearney,B., Schoepp,R., Zhao,X., Nagaraj,S., Vavikolanu,K., Nadendla,S., Sadzewicz,L., Tallon,L.J., Sichtig,H.",1989,2019-07-22,ssRNA(-)
AYP10279,small secreted glycoprotein,Reston ebolavirus,Orthoebolavirus restonense,,Ebola virus/M.fascicularis/USA/1989/Reston-H28-R4387L,UNVERIFIED: small secreted glycoprotein [Reston ebolavirus],350,"USA: Virginia, Reston",USA,Macaca fascicularis,,"Minogue,T., Rossi,C., Wasieloski,L., Coyne,S., Olschner,S., Kearney,B., Schoepp,R., Zhao,X., Nagaraj,S., Vavikolanu,K., Nadendla,S., Sadzewicz,L., Tallon,L.J., Sichtig,H.",1989,2019-07-22,ssRNA(-)
AYP10280,second secreted glycoprotein,Reston ebolavirus,Orthoebolavirus restonense,,Ebola virus/M.fascicularis/USA/1989/Reston-H28-R4387L,UNVERIFIED: second secreted glycoprotein [Reston ebolavirus],331,"USA: Virginia, Reston",USA,Macaca fascicularis,,"Minogue,T., Rossi,C., Wasieloski,L., Coyne,S., Olschner,S., Kearney,B., Schoepp,R., Zhao,X., Nagaraj,S., Vavikolanu,K., Nadendla,S., Sadzewicz,L., Tallon,L.J., Sichtig,H.",1989,2019-07-22,ssRNA(-)
AYP10281,minor nucleoprotein,Reston ebolavirus,Orthoebolavirus restonense,,Ebola virus/M.fascicularis/USA/1989/Reston-H28-R4387L,UNVERIFIED: minor nucleoprotein [Reston ebolavirus],287,"USA: Virginia, Reston",USA,Macaca fascicularis,,"Minogue,T., Rossi,C., Wasieloski,L., Coyne,S., Olschner,S., Kearney,B., Schoepp,R., Zhao,X., Nagaraj,S., Vavikolanu,K., Nadendla,S., Sadzewicz,L., Tallon,L.J., Sichtig,H.",1989,2019-07-22,ssRNA(-)
AYP10282,membrane-associated protein,Reston ebolavirus,Orthoebolavirus restonense,,Ebola virus/M.fascicularis/USA/1989/Reston-H28-R4387L,UNVERIFIED: membrane-associated protein [Reston ebolavirus],251,"USA: Virginia, Reston",USA,Macaca fascicularis,,"Minogue,T., Rossi,C., Wasieloski,L., Coyne,S., Olschner,S., Kearney,B., Schoepp,R., Zhao,X., Nagaraj,S., Vavikolanu,K., Nadendla,S., Sadzewicz,L., Tallon,L.J., Sichtig,H.",1989,2019-07-22,ssRNA(-)
AYP10283,polymerase,Reston ebolavirus,Orthoebolavirus restonense,,Ebola virus/M.fascicularis/USA/1989/Reston-H28-R4387L,UNVERIFIED: polymerase [Reston ebolavirus],2212,"USA: Virginia, Reston",USA,Macaca fascicularis,,"Minogue,T., Rossi,C., Wasieloski,L., Coyne,S., Olschner,S., Kearney,B., Schoepp,R., Zhao,X., Nagaraj,S., Vavikolanu,K., Nadendla,S., Sadzewicz,L., Tallon,L.J., Sichtig,H.",1989,2019-07-22,ssRNA(-)
AUD54831,nucleoprotein,Reston ebolavirus,Orthoebolavirus restonense,,Reston ebolavirus/Reston virus/M.fascicularis/Philippines/2015/DrpZ1-103A-K,"nucleoprotein, partial [Reston ebolavirus]",112,Philippines,Philippines,Macaca fascicularis,"liver, abdominal cavity","Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Rondina,M., Mercado,E., Capristrano,R.",2015-08-27,2018-08-07,ssRNA(-)
AUD54832,nucleoprotein,Reston ebolavirus,Orthoebolavirus restonense,,Reston ebolavirus/Reston virus/M.fascicularis/Philippines/2015/DrpZ1-103A-K,"nucleoprotein, partial [Reston ebolavirus]",112,Philippines,Philippines,Macaca fascicularis,"spleen, abdominal cavity","Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Rondina,M., Mercado,E., Capristrano,R.",2015-08-27,2018-08-07,ssRNA(-)
AUD54833,nucleoprotein,Reston ebolavirus,Orthoebolavirus restonense,,Reston ebolavirus/Reston virus/M.fascicularis/Philippines/2015/DrpZ5-2B-F,"nucleoprotein, partial [Reston ebolavirus]",112,Philippines,Philippines,Macaca fascicularis,,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Rondina,M., Mercado,E., Capristrano,R.",2015-09-05,2018-08-07,ssRNA(-)
AUD54834,nucleoprotein,Reston ebolavirus,Orthoebolavirus restonense,,Reston ebolavirus/Reston virus/M.fascicularis/Philippines/2015/DrpZ5-2B-F,"nucleoprotein, partial [Reston ebolavirus]",112,Philippines,Philippines,Macaca fascicularis,,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Rondina,M., Mercado,E., Capristrano,R.",2015-09-05,2018-08-07,ssRNA(-)
AUD54835,nucleoprotein,Reston ebolavirus,Orthoebolavirus restonense,,Reston ebolavirus/Reston virus/M.fascicularis/Philippines/2015/DrpZ5-2B-F,"nucleoprotein, partial [Reston ebolavirus]",112,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Rondina,M., Mercado,E., Capristrano,R.",2015-09-05,2018-08-07,ssRNA(-)
AUD54836,nucleoprotein,Reston ebolavirus,Orthoebolavirus restonense,,Reston ebolavirus/Reston virus/M.fascicularis/Philippines/2015/DrpZ5-2B-F,"nucleoprotein, partial [Reston ebolavirus]",112,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Rondina,M., Mercado,E., Capristrano,R.",2015-09-05,2018-08-07,ssRNA(-)
AUD54837,nucleoprotein,Reston ebolavirus,Orthoebolavirus restonense,,Reston ebolavirus/Reston virus/M.fascicularis/Philippines/2015/DrpZ2-10B-G,"nucleoprotein, partial [Reston ebolavirus]",112,Philippines,Philippines,Macaca fascicularis,,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Rondina,M., Mercado,E., Capristrano,R.",2015-09-05,2018-08-07,ssRNA(-)
AUD54838,nucleoprotein,Reston ebolavirus,Orthoebolavirus restonense,,Reston ebolavirus/Reston virus/M.fascicularis/Philippines/2015/DrpL7-7D-A,"nucleoprotein, partial [Reston ebolavirus]",112,Philippines,Philippines,Macaca fascicularis,,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Rondina,M., Mercado,E., Capristrano,R.",2015-09-05,2018-08-07,ssRNA(-)
AUD54839,nucleoprotein,Reston ebolavirus,Orthoebolavirus restonense,,Reston ebolavirus/Reston virus/M.fascicularis/Philippines/2015/DrpZ1-130A-K,"nucleoprotein, partial [Reston ebolavirus]",112,Philippines,Philippines,Macaca fascicularis,,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Rondina,M., Mercado,E., Capristrano,R.",2015-08-27,2018-08-07,ssRNA(-)
AUD54840,RNA-dependent RNA polymerase,Reston ebolavirus,Orthoebolavirus restonense,,Reston ebolavirus/Reston virus/M.fascicularis/Philippines/2015/DrpZ1-103A-K,"RNA-dependent RNA polymerase, partial [Reston ebolavirus]",206,Philippines,Philippines,Macaca fascicularis,"liver, abdominal cavity","Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Rondina,M., Mercado,E., Capristrano,R.",2015-08-27,2018-08-07,ssRNA(-)
AUD54841,RNA-dependent RNA polymerase,Reston ebolavirus,Orthoebolavirus restonense,,Reston ebolavirus/Reston virus/M.fascicularis/Philippines/2015/DrpZ1-103A-K,"RNA-dependent RNA polymerase, partial [Reston ebolavirus]",206,Philippines,Philippines,Macaca fascicularis,"spleen, abdominal cavity","Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Rondina,M., Mercado,E., Capristrano,R.",2015-08-27,2018-08-07,ssRNA(-)
AUD54842,RNA-dependent RNA polymerase,Reston ebolavirus,Orthoebolavirus restonense,,Reston ebolavirus/Reston virus/M.fascicularis/Philippines/2015/DrpZ5-2B-F,"RNA-dependent RNA polymerase, partial [Reston ebolavirus]",206,Philippines,Philippines,Macaca fascicularis,,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Rondina,M., Mercado,E., Capristrano,R.",2015-09-05,2018-08-07,ssRNA(-)
AUD54843,RNA-dependent RNA polymerase,Reston ebolavirus,Orthoebolavirus restonense,,Reston ebolavirus/Reston virus/M.fascicularis/Philippines/2015/DrpZ5-2B-F,"RNA-dependent RNA polymerase, partial [Reston ebolavirus]",206,Philippines,Philippines,Macaca fascicularis,,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Rondina,M., Mercado,E., Capristrano,R.",2015-09-05,2018-08-07,ssRNA(-)
AUD54844,RNA-dependent RNA polymerase,Reston ebolavirus,Orthoebolavirus restonense,,Reston ebolavirus/Reston virus/M.fascicularis/Philippines/2015/DrpZ5-2B-F,"RNA-dependent RNA polymerase, partial [Reston ebolavirus]",206,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Rondina,M., Mercado,E., Capristrano,R.",2015-09-05,2018-08-07,ssRNA(-)
AUD54845,RNA-dependent RNA polymerase,Reston ebolavirus,Orthoebolavirus restonense,,Reston ebolavirus/Reston virus/M.fascicularis/Philippines/2015/DrpZ5-2B-F,"RNA-dependent RNA polymerase, partial [Reston ebolavirus]",206,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Rondina,M., Mercado,E., Capristrano,R.",2015-09-05,2018-08-07,ssRNA(-)
AUD54846,RNA-dependent RNA polymerase,Reston ebolavirus,Orthoebolavirus restonense,,Reston ebolavirus/Reston virus/M.fascicularis/Philippines/2015/DrpZ2-10B-G,"RNA-dependent RNA polymerase, partial [Reston ebolavirus]",206,Philippines,Philippines,Macaca fascicularis,,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Rondina,M., Mercado,E., Capristrano,R.",2015-09-05,2018-08-07,ssRNA(-)
AUD54847,RNA-dependent RNA polymerase,Reston ebolavirus,Orthoebolavirus restonense,,Reston ebolavirus/Reston virus/M.fascicularis/Philippines/2015/DrpL7-7D-A,"RNA-dependent RNA polymerase, partial [Reston ebolavirus]",206,Philippines,Philippines,Macaca fascicularis,,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Rondina,M., Mercado,E., Capristrano,R.",2015-09-05,2018-08-07,ssRNA(-)
AUD54848,RNA-dependent RNA polymerase,Reston ebolavirus,Orthoebolavirus restonense,,Reston ebolavirus/Reston virus/M.fascicularis/Philippines/2015/DrpZ1-130A-K,"RNA-dependent RNA polymerase, partial [Reston ebolavirus]",206,Philippines,Philippines,Macaca fascicularis,,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Rondina,M., Mercado,E., Capristrano,R.",2015-08-27,2018-08-07,ssRNA(-)
ASU06431,nucleoprotein,Reston ebolavirus,Orthoebolavirus restonense,,DrpZ52BF,nucleoprotein [Reston ebolavirus],739,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Ceneno,R., Rondina,M., Mercado,E.",2015-09-05,2018-08-01,ssRNA(-)
ASU06432,polymerase complex protein VP35,Reston ebolavirus,Orthoebolavirus restonense,,DrpZ52BF,polymerase complex protein VP35 [Reston ebolavirus],329,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Ceneno,R., Rondina,M., Mercado,E.",2015-09-05,2018-08-01,ssRNA(-)
ASU06433,matrix protein VP40,Reston ebolavirus,Orthoebolavirus restonense,,DrpZ52BF,matrix protein VP40 [Reston ebolavirus],331,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Ceneno,R., Rondina,M., Mercado,E.",2015-09-05,2018-08-01,ssRNA(-)
ASU06434,spike GP,Reston ebolavirus,Orthoebolavirus restonense,,DrpZ52BF,spike GP [Reston ebolavirus],677,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Ceneno,R., Rondina,M., Mercado,E.",2015-09-05,2018-08-01,ssRNA(-)
ASU06435,small secreted GP,Reston ebolavirus,Orthoebolavirus restonense,,DrpZ52BF,small secreted GP [Reston ebolavirus],367,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Ceneno,R., Rondina,M., Mercado,E.",2015-09-05,2018-08-01,ssRNA(-)
ASU06436,ssGP,Reston ebolavirus,Orthoebolavirus restonense,,DrpZ52BF,ssGP [Reston ebolavirus],331,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Ceneno,R., Rondina,M., Mercado,E.",2015-09-05,2018-08-01,ssRNA(-)
ASU06437,transcription activation factor VP30,Reston ebolavirus,Orthoebolavirus restonense,,DrpZ52BF,transcription activation factor VP30 [Reston ebolavirus],287,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Ceneno,R., Rondina,M., Mercado,E.",2015-09-05,2018-08-01,ssRNA(-)
ASU06438,membrane associated protein VP24,Reston ebolavirus,Orthoebolavirus restonense,,DrpZ52BF,membrane associated protein VP24 [Reston ebolavirus],251,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Ceneno,R., Rondina,M., Mercado,E.",2015-09-05,2018-08-01,ssRNA(-)
